CPT340_Lane34PreAIT_08172020_Exp1,00009,0.769,0.465,0.943,0.845,2,0
CPT340_Lane34PreAIT_08172020_Exp1,00022,0.432,0.507,0.582,0.901,2,1
CPT340_Lane34PreAIT_08172020_Exp1,00024,0.263,0.764,0.438,1.001,2,2
CPT340_Lane34PreAIT_08172020_Exp1,00027,0.252,0.724,0.421,0.999,2,3
CPT340_Lane34PreAIT_08172020_Exp1,00040,0.203,0.752,0.421,1.001,2,4
CPT340_Lane34PreAIT_08172020_Exp1,00076,0.827,0.471,0.993,0.917,2,5
CPT340_Lane34PreAIT_08172020_Exp1,00081,0.852,0.427,0.995,0.824,2,6
CPT340_Lane34PreAIT_08172020_Exp1,00082,0.212,0.735,0.368,1.001,2,7
CPT340_Lane34PreAIT_08172020_Exp1,00089,0.222,0.821,0.355,1.001,2,8
CPT340_Lane34PreAIT_08172020_Exp1,00092,0.225,0.774,0.471,1.001,2,9
CPT340_Lane34PreAIT_08172020_Exp1,00094,0.527,0.434,0.751,0.900,2,10
CPT340_Lane34PreAIT_08172020_Exp1,00095,0.223,0.759,0.401,1.001,2,11
CPT340_Lane34PreAIT_08172020_Exp1,00098,0.226,0.741,0.397,1.001,2,12
CPT340_Lane34PreAIT_08172020_Exp1,00271,0.299,0.490,0.512,0.906,2,13
CPT340_Lane34PreAIT_08172020_Exp1,00272,0.220,0.733,0.388,1.001,2,14
CPT340_Lane34PreAIT_08172020_Exp1,00284,0.242,0.469,0.491,0.889,2,15
CPT340_Lane34PreAIT_08172020_Exp1,00286,0.236,0.510,0.512,0.948,2,16
CPT340_Lane34PreAIT_08172020_Exp1,00293,0.231,0.735,0.452,1.001,2,17
CPT340_Lane34PreAIT_08172020_Exp1,00300,0.266,0.469,0.482,0.886,2,18
CPT340_Lane34PreAIT_08172020_Exp1,00300,0.423,0.751,0.638,1.001,2,19
CPT340_Lane34PreAIT_08172020_Exp1,00302,0.354,0.731,0.680,1.001,2,20
CPT340_Lane34PreAIT_08172020_Exp1,00304,0.220,0.769,0.412,1.001,2,21
CPT340_Lane34PreAIT_08172020_Exp1,00309,0.306,0.739,0.524,1.001,2,22
CPT340_Lane34PreAIT_08172020_Exp1,00318,0.273,0.730,0.543,1.001,2,23
CPT340_Lane34PreAIT_08172020_Exp1,00320,0.346,0.728,0.535,1.001,2,24
CPT340_Lane34PreAIT_08172020_Exp1,00424,0.858,0.492,1.001,0.845,2,25
CPT340_Lane34PreAIT_08172020_Exp1,00442,0.686,0.459,0.960,0.874,2,26
CPT340_Lane34PreAIT_08172020_Exp1,00447,0.612,0.445,0.744,0.880,2,27
CPT340_Lane34PreAIT_08172020_Exp1,00460,0.557,0.485,0.764,0.856,2,28
CPT340_Lane34PreAIT_08172020_Exp1,00463,0.234,0.759,0.515,1.001,2,29
CPT340_Lane34PreAIT_08172020_Exp1,00469,0.672,0.726,0.842,1.001,2,30
CPT340_Lane34PreAIT_08172020_Exp1,00470,0.610,0.489,0.778,0.935,2,31
CPT340_Lane34PreAIT_08172020_Exp1,00476,0.562,0.494,0.722,0.874,2,32
CPT340_Lane34PreAIT_08172020_Exp1,00478,0.320,0.828,0.506,1.001,2,33
CPT340_Lane34PreAIT_08172020_Exp1,00480,0.588,0.468,0.851,0.901,2,34
CPT340_Lane34PreAIT_08172020_Exp1,00482,0.266,0.799,0.452,1.001,2,35
CPT340_Lane34PreAIT_08172020_Exp1,00482,0.559,0.479,0.755,0.948,2,36
CPT340_Lane34PreAIT_08172020_Exp1,00487,0.627,0.451,0.802,0.909,2,37
CPT340_Lane34PreAIT_08172020_Exp1,00488,0.320,0.729,0.537,1.001,2,38
CPT340_Lane34PreAIT_08172020_Exp1,00492,0.277,0.749,0.542,1.001,2,39
CPT340_Lane34PreAIT_08172020_Exp1,00493,0.655,0.489,0.895,0.912,2,40
CPT340_Lane34PreAIT_08172020_Exp1,00498,0.359,0.779,0.583,1.001,2,41
CPT340_Lane34PreAIT_08172020_Exp1,00511,0.298,0.485,0.519,0.932,2,42
CPT340_Lane34PreAIT_08172020_Exp1,00514,0.239,0.766,0.441,1.001,2,43
CPT340_Lane34PreAIT_08172020_Exp1,00522,0.807,0.424,0.992,0.854,2,44
CPT340_Lane34PreAIT_08172020_Exp1,00526,0.318,0.721,0.568,1.001,2,45
CPT340_Lane34PreAIT_08172020_Exp1,00531,0.366,0.465,0.637,0.851,2,46
CPT340_Lane34PreAIT_08172020_Exp1,00551,0.388,0.506,0.594,0.955,2,47
CPT340_Lane34PreAIT_08172020_Exp1,00551,0.455,0.494,0.622,0.946,2,48
CPT340_Lane34PreAIT_08172020_Exp1,00555,0.248,0.715,0.427,1.001,2,49
CPT340_Lane34PreAIT_08172020_Exp1,00555,0.338,0.445,0.598,0.910,2,50
CPT340_Lane34PreAIT_08172020_Exp1,00592,0.446,0.439,0.661,0.851,2,51
CPT340_Lane34PreAIT_08172020_Exp1,00592,0.450,0.445,0.679,0.851,2,52
CPT340_Lane34PreAIT_08172020_Exp1,00595,0.234,0.784,0.445,1.001,2,53
CPT340_Lane34PreAIT_08172020_Exp1,00596,0.499,0.471,0.752,0.858,2,54
