cam13-xfr-1,00393,0.745,0.137,0.996,0.629,2,0
cam11-xfr-1,00665,0.015,0.202,0.227,0.706,2,0
cam13-xfr-1,01025,0.749,0.005,1.000,0.342,2,0
cam13-p2p-2,00019,0.489,0.380,0.749,0.916,1,0
cam13-xfr-2,00294,0.521,0.126,0.836,0.716,2,0
cam6-p2p-2,00129,0.397,0.735,0.621,0.992,3,0
cam13-xfr-1,00015,0.765,0.353,0.994,0.760,3,0
M6cgEs9JgDo,1744,0.055,0.108,0.777,0.978,3,279
cam13-p2p-2,01077,0.627,0.351,0.924,0.687,1,0
cam13-xfr-2,00241,0.600,0.174,0.938,0.696,2,0
7nHkh4sP5Ks,1174,0.144,0.187,0.460,0.995,1,65
bSZiZ4rOC7c,1396,0.375,0.231,0.626,0.871,1,171
053oq2xB3oU,1566,0.294,0.254,0.568,0.864,3,694
cam13-p2p-2,01060,0.404,0.426,0.616,0.733,1,0
tNpZtigMc4g,1499,0.489,0.074,0.835,0.960,3,270
cam13-xfr-2,00060,0.758,0.110,0.997,0.606,3,0
cam11-xfr-1,00980,0.000,0.287,0.240,0.877,2,0
cam13-p2p-2,00037,0.534,0.433,0.791,0.890,1,0
hbYvDvJrpNk,1413,0.373,0.091,0.982,1.000,1,654
cam13-p2p-2,01233,0.586,0.409,0.882,0.791,3,0
mfsbYdLx9wE,1091,0.428,0.155,0.617,0.646,3,14
rk8Xm0EAOWs,1539,0.641,0.137,1.000,0.871,1,255
rCb9-U4TArw,1483,0.104,0.000,0.774,0.980,1,212
9IF8uTRrWAM,1542,0.428,0.013,0.986,0.990,1,208
xO4ABy2iOQA,1245,0.132,0.216,0.650,0.953,1,273
cam13-p2p-2,00908,0.133,0.249,0.371,0.718,1,0
cam9-xfr-2,00379,0.600,0.272,0.822,0.864,2,0
cam13-xfr-1,00901,0.462,0.161,0.714,0.761,2,0
Ecivp8t3MdY,1339,0.133,0.175,0.387,0.975,1,98
tNpZtigMc4g,1044,0.018,0.006,0.415,0.984,3,83
jBs_XYHI7gM,0928,0.248,0.175,0.422,0.902,3,12
cam13-p2p-2,00565,0.321,0.437,0.534,0.790,3,0
xmqSaQPzL1E,1245,0.064,0.017,0.413,0.963,3,76
cam9-xfr-2,00559,0.544,0.353,0.756,1.000,2,0
cam5-p2p-2,00243,0.000,0.256,0.250,0.640,1,0
oWhvucAskhk,1682,0.012,0.013,0.889,0.969,3,727
cam13-p2p-2,01190,0.413,0.393,0.648,0.768,1,0
cam13-xfr-1,00460,0.573,0.008,0.749,0.345,2,0
cam9-xfr-2,00134,0.412,0.313,0.644,0.861,2,0
cam13-p2p-2,01120,0.357,0.378,0.614,0.806,1,0
cKA-qeZuH_w,1374,0.404,0.338,0.526,0.774,1,427
cam13-xfr-1,00217,0.434,0.187,0.736,0.742,2,0
cam13-xfr-1,00247,0.583,0.147,0.832,0.769,2,0
cam6-p2p-2,00186,0.369,0.685,0.661,0.996,1,0
zG7mx8KiavA,1107,0.388,0.111,0.979,0.994,3,18
cam6-p2p-2,00058,0.827,0.422,1.000,0.720,1,0
cam13-p2p-2,00880,0.352,0.437,0.558,0.758,1,0
cam13-xfr-2,00071,0.770,0.007,0.997,0.376,2,0
cam13-xfr-2,00355,0.397,0.003,0.626,0.472,2,0
1ReZIMmD_8E,1079,0.350,0.209,0.565,0.992,1,26
cam11-xfr-1,00827,0.000,0.303,0.221,0.665,2,0
cam11-xfr-1,00039,0.117,0.340,0.403,0.814,2,0
oWhvucAskhk,1682,0.012,0.013,0.889,0.969,3,727
cam9-xfr-2,00762,0.645,0.357,0.844,0.875,2,0
cam13-xfr-1,00966,0.536,0.174,0.755,0.713,2,0
cam13-p2p-2,00115,0.507,0.472,0.803,0.983,1,0
cam13-xfr-1,00463,0.563,0.005,0.773,0.347,2,0
cam13-xfr-2,00767,0.753,0.001,1.000,0.275,3,0
cam13-xfr-2,00215,0.546,0.213,0.793,0.733,2,0
cam13-xfr-1,01001,0.681,0.208,0.961,0.711,3,0
xO4ABy2iOQA,1321,0.585,0.017,0.935,0.994,1,304
cam11-xfr-1,00768,0.134,0.000,0.330,0.436,2,0
PmElx9ZVByw,1440,0.255,0.147,0.474,0.881,3,322
cam13-xfr-2,00622,0.529,0.196,0.733,0.667,2,0
cam11-xfr-1,00654,0.153,0.243,0.360,0.730,2,0
cam9-xfr-2,00762,0.645,0.357,0.844,0.875,2,0
cam9-xfr-2,00548,0.478,0.061,0.713,0.603,2,0
cam13-p2p-2,01070,0.429,0.358,0.639,0.716,1,0
cam13-xfr-1,00173,0.387,0.216,0.610,0.737,2,0
cam13-xfr-1,00063,0.833,0.265,1.000,0.629,2,0
HKjR70GCRPE,1428,0.554,0.407,0.824,0.977,1,294
iSlDMboCSao,1512,0.064,0.023,0.750,0.983,3,223
