CPT330_Lane3Exittunnel_04162021_Exp1,00031,0.002,0.331,0.280,0.841,3,0
CPT330_Lane3Exittunnel_04162021_Exp1,00032,0.004,0.373,0.286,0.857,3,1
CPT330_Lane3Exittunnel_04162021_Exp1,00033,0.026,0.344,0.365,0.884,3,2
CPT330_Lane3Exittunnel_04162021_Exp1,00034,0.045,0.348,0.368,0.907,3,3
CPT330_Lane3Exittunnel_04162021_Exp1,00035,0.035,0.290,0.355,0.873,3,4
CPT330_Lane3Exittunnel_04162021_Exp1,00042,0.148,0.275,0.546,0.902,3,5
CPT330_Lane3Exittunnel_04162021_Exp1,00043,0.133,0.240,0.506,0.890,3,6
CPT330_Lane3Exittunnel_04162021_Exp1,00044,0.116,0.295,0.467,0.854,3,7
CPT330_Lane3Exittunnel_04162021_Exp1,00046,0.276,0.245,0.765,0.891,3,8
CPT330_Lane3Exittunnel_04162021_Exp1,00047,0.245,0.167,0.625,0.905,3,9
CPT330_Lane3Exittunnel_04162021_Exp1,00048,0.243,0.191,0.643,0.868,3,10
CPT330_Lane3Exittunnel_04162021_Exp1,00050,0.395,0.260,1.000,0.904,3,11
CPT330_Lane3Exittunnel_04162021_Exp1,00051,0.367,0.226,0.860,0.905,3,12
CPT330_Lane3Exittunnel_04162021_Exp1,00052,0.310,0.231,0.679,0.859,3,13
CPT330_Lane3Exittunnel_04162021_Exp1,00053,0.274,0.231,0.565,0.861,3,14
CPT330_Lane3Exittunnel_04162021_Exp1,00065,0.437,0.213,0.944,0.894,3,15
CPT330_Lane3Exittunnel_04162021_Exp1,00068,0.346,0.272,0.742,0.890,3,16
CPT330_Lane3Exittunnel_04162021_Exp1,00074,0.237,0.240,0.565,0.884,3,17
CPT330_Lane3Exittunnel_04162021_Exp1,00120,0.000,0.355,0.217,0.867,3,18
CPT330_Lane3Exittunnel_04162021_Exp1,00126,0.001,0.330,0.288,0.863,3,19
CPT330_Lane3Exittunnel_04162021_Exp1,00131,0.386,0.211,0.866,0.897,3,20
CPT330_Lane3Exittunnel_04162021_Exp1,00132,0.372,0.188,0.770,0.873,3,21
CPT330_Lane3Exittunnel_04162021_Exp1,00133,0.342,0.205,0.748,0.894,3,22
CPT330_Lane3Exittunnel_04162021_Exp1,00134,0.343,0.174,0.744,0.865,3,23
CPT330_Lane3Exittunnel_04162021_Exp1,00135,0.325,0.207,0.748,0.897,3,24
CPT330_Lane3Exittunnel_04162021_Exp1,00136,0.250,0.143,0.704,0.875,3,25
CPT330_Lane3Exittunnel_04162021_Exp1,00137,0.265,0.236,0.623,0.858,3,26
CPT330_Lane3Exittunnel_04162021_Exp1,00138,0.205,0.223,0.606,0.882,3,27
CPT330_Lane3Exittunnel_04162021_Exp1,00139,0.183,0.225,0.593,0.891,3,28
CPT330_Lane3Exittunnel_04162021_Exp1,00267,0.305,0.224,0.671,0.896,3,29
CPT330_Lane3Exittunnel_04162021_Exp1,00272,0.147,0.198,0.392,0.875,3,30
CPT330_Lane3Exittunnel_04162021_Exp1,00279,0.262,0.229,0.612,0.897,3,31
CPT330_Lane3Exittunnel_04162021_Exp1,00280,0.266,0.261,0.537,0.914,3,32
CPT330_Lane3Exittunnel_04162021_Exp1,00281,0.236,0.270,0.546,0.899,3,33
CPT330_Lane3Exittunnel_04162021_Exp1,00288,0.186,0.284,0.501,0.914,3,34
CPT330_Lane3Exittunnel_04162021_Exp1,00290,0.198,0.283,0.500,0.905,3,35
CPT330_Lane3Exittunnel_04162021_Exp1,00294,0.209,0.274,0.483,0.899,3,36
CPT330_Lane3Exittunnel_04162021_Exp1,00299,0.199,0.280,0.465,0.897,3,37
CPT330_Lane3Exittunnel_04162021_Exp1,00300,0.153,0.302,0.480,0.909,3,38
CPT330_Lane3Exittunnel_04162021_Exp1,00309,0.409,0.352,1.000,0.914,3,39
CPT330_Lane3Exittunnel_04162021_Exp1,00319,0.431,0.278,0.757,0.859,3,40
CPT330_Lane3Exittunnel_04162021_Exp1,00323,0.149,0.214,0.470,0.881,3,41
CPT330_Lane3Exittunnel_04162021_Exp1,00324,0.000,0.166,0.422,0.870,3,42
CPT330_Lane3Exittunnel_04162021_Exp1,00325,0.000,0.250,0.319,0.855,3,43
CPT330_Lane3Exittunnel_04162021_Exp1,00330,0.503,0.301,0.993,0.916,3,44
CPT330_Lane3Exittunnel_04162021_Exp1,00332,0.263,0.278,0.626,0.870,3,45
CPT330_Lane3Exittunnel_04162021_Exp1,00333,0.224,0.277,0.567,0.893,3,46
CPT330_Lane3Exittunnel_04162021_Exp1,00346,0.518,0.259,1.000,0.931,3,47
CPT330_Lane3Exittunnel_04162021_Exp1,00347,0.445,0.254,0.875,0.901,3,48
CPT330_Lane3Exittunnel_04162021_Exp1,00355,0.324,0.261,0.713,0.876,3,49
CPT330_Lane3Exittunnel_04162021_Exp1,00356,0.209,0.238,0.655,0.864,3,50
CPT330_Lane3Exittunnel_04162021_Exp1,00357,0.037,0.294,0.434,0.819,3,51
CPT330_Lane3Exittunnel_04162021_Exp1,00374,0.315,0.351,0.962,0.909,3,52
CPT330_Lane3Exittunnel_04162021_Exp1,00375,0.218,0.284,0.722,0.905,3,53
CPT330_Lane3Exittunnel_04162021_Exp1,00376,0.027,0.271,0.447,0.874,3,54
CPT330_Lane3Exittunnel_04162021_Exp1,00377,0.000,0.340,0.301,0.863,3,55
CPT330_Lane3Exittunnel_04162021_Exp1,00395,0.398,0.346,0.963,0.885,3,56
CPT330_Lane3Exittunnel_04162021_Exp1,00396,0.218,0.233,0.707,0.918,3,57
CPT330_Lane3Exittunnel_04162021_Exp1,00397,0.040,0.284,0.397,0.870,3,58
CPT330_Lane3Exittunnel_04162021_Exp1,00398,0.003,0.378,0.375,0.893,3,59
CPT330_Lane3Exittunnel_04162021_Exp1,00435,0.453,0.259,0.989,0.942,3,60
CPT330_Lane3Exittunnel_04162021_Exp1,00436,0.487,0.277,0.970,0.874,3,61
CPT330_Lane3Exittunnel_04162021_Exp1,00437,0.378,0.231,0.779,0.921,3,62
CPT330_Lane3Exittunnel_04162021_Exp1,00438,0.119,0.260,0.415,0.867,3,63
CPT330_Lane3Exittunnel_04162021_Exp1,00474,0.474,0.201,0.990,0.909,3,64
CPT330_Lane3Exittunnel_04162021_Exp1,00475,0.426,0.213,0.852,0.894,3,65
CPT330_Lane3Exittunnel_04162021_Exp1,00482,0.044,0.365,0.474,0.908,3,66
CPT330_Lane3Exittunnel_04162021_Exp1,00494,0.303,0.246,0.774,0.903,3,67
CPT330_Lane3Exittunnel_04162021_Exp1,00495,0.169,0.285,0.621,0.884,3,68
CPT330_Lane3Exittunnel_04162021_Exp1,00496,0.048,0.352,0.405,0.855,3,69
CPT330_Lane3Exittunnel_04162021_Exp1,00505,0.461,0.232,0.995,0.933,3,70
CPT330_Lane3Exittunnel_04162021_Exp1,00506,0.458,0.176,1.000,0.917,3,71
CPT330_Lane3Exittunnel_04162021_Exp1,00507,0.312,0.205,0.808,0.902,3,72
CPT330_Lane3Exittunnel_04162021_Exp1,00526,0.457,0.300,0.977,0.905,3,73
CPT330_Lane3Exittunnel_04162021_Exp1,00527,0.405,0.301,0.793,0.928,3,74
CPT330_Lane3Exittunnel_04162021_Exp1,00535,0.255,0.241,0.625,0.876,3,75
CPT330_Lane3Exittunnel_04162021_Exp1,00536,0.171,0.237,0.556,0.767,3,76
CPT330_Lane3Exittunnel_04162021_Exp1,00537,0.104,0.210,0.500,0.640,3,77
CPT330_Lane3Exittunnel_04162021_Exp1,00550,0.477,0.272,1.000,0.915,3,78
CPT330_Lane3Exittunnel_04162021_Exp1,00551,0.424,0.279,1.000,0.925,3,79
CPT330_Lane3Exittunnel_04162021_Exp1,00552,0.267,0.244,0.848,0.912,3,80
CPT330_Lane3Exittunnel_04162021_Exp1,00553,0.140,0.223,0.606,0.911,3,81
CPT330_Lane3Exittunnel_04162021_Exp1,00554,0.083,0.340,0.471,0.905,3,82
CPT330_Lane3Exittunnel_04162021_Exp1,00567,0.404,0.195,1.000,0.929,3,83
